test_id,run_id,run_order,split,file_name,path,n_samples,sample_index_start,sample_index_end,t_epoch_start,t_epoch_end,supplyVoltage_mean,packageTemperature_mean,packageTemperature_min,packageTemperature_max,packageTemperature_std,drainSourceVoltage_mean,drainSourceVoltage_min,drainSourceVoltage_max,drainSourceVoltage_std,drainCurrent_mean,drainCurrent_min,drainCurrent_max,drainCurrent_std,flangeTemperature_mean,flangeTemperature_min,flangeTemperature_max,flangeTemperature_std,switchingFrequency_mean,dutyCycle_mean,P_proxy_mean,P_proxy_max,P_proxy_end,Rds_on_proxy_mean,Rds_on_proxy_max,Rds_on_proxy_end,DeltaT_pf_mean,DeltaT_pf_min,DeltaT_pf_max,DeltaT_pf_end,x1_end,x2_end,Tth_proxy_mean,Tth_proxy_max,Tth_proxy_end,ThermalExposure_end,DegradationSlope_mean,DegradationSlope_max_abs,DegradationSlope_end,DamageProxy_end,HI_proxy_end,run_start_epoch,run_end_epoch,run_mid_epoch,t_fail_epoch,RUL_true_hours_start,RUL_true_hours_mid,RUL_true_hours_end,RUL_norm,HI_label,Damage_label,life_stage
8,1,1,train,Test_8_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_1.mat,5191,0,5190,734195.353029734,734195.377326493,5.61755838949168,145.448125111444,29.2609921237348,156.68679077619,27.2966795706239,5.14443742151584,4.32773585475213,5.58128208157661,0.344745398333162,1.65943085099985,0.0369635485548731,5.19264779147981,1.28841607962227,232.924737044188,27.2417197782057,252.595525540575,46.6210528885827,1000,40,8.09345287435652,22.5585281834752,0.236725244251414,53.7579314740343,150.964279909127,131.532754863883,-87.4766119327438,-107.570768648868,2.01927234552912,-96.0229465192212,0.300522422289436,1.51894624057648,234.863058758695,254.453496737832,253.807158901424,75.5021217453505,0.0253386158474057,149.337999049039,129.586605875095,8434.87978985872,0,734195.353029734,734195.377326493,734195.365178114,734200.849639306,131.918629727326,131.627068617381,131.33550751023,0.995579682579317,0.599556200518723,0.400443799481277,middle
8,2,2,train,Test_8_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_2.mat,5190,5191,10380,734195.411815417,734195.436110891,5.61741333802937,142.723572541542,30.1839462382243,151.375212518637,23.6188615763773,5.16473109539625,4.32945106522782,5.58103309857846,0.349270571270301,1.62103258365571,0.037222513176795,5.22860079012048,1.33490175235564,227.465846536801,26.9026797096388,243.301740251408,40.0718280119303,1000,40,7.90648260601545,22.6369712604381,13.0377831343747,57.7915699243216,149.906558329218,1.81095096658151,-84.7422739952586,-104.156899992462,3.28126652858547,-88.7682162055661,0.755354554659191,1.54744676507054,229.363268503195,245.112405766172,242.031295935805,149.575655894411,-0.0249945672249131,148.389375659252,-0.126447672767519,17838.1024332021,0,734195.411815417,734195.436110891,734195.423963154,734200.849639306,130.507773335092,130.216227647848,129.924681957811,0.984885017577603,0.599556200518723,0.400443799481277,middle
8,3,3,train,Test_8_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_3.mat,5191,10381,15571,734195.45273397,734195.477030671,5.61756495044104,137.576365989065,31.5383462009194,146.211606634393,22.93003014443,5.19213037022495,4.34173422152332,5.58067345646974,0.357470246945644,1.54408833211539,0.0381720501239131,5.18900075075102,1.39129195203865,217.685179174334,27.8563628732433,233.9318102882,39.4054686937845,1000,40,7.52014935504944,23.888303998444,0.235151623817236,63.4577905091159,146.154050393303,132.403773602591,-80.1088131852692,-98.851438434149,3.80583175908078,-88.4487523383996,0.32361946827229,1.46106785472192,219.490300979754,235.712037555125,235.432723897162,220.991547479336,0.0251575462600674,144.584190028334,130.566654531215,26887.0043369195,0,734195.45273397,734195.477030671,734195.46488232,734200.849639306,129.525728062727,129.234167651273,128.94260723982,0.9774404684641,0.599556200518723,0.400443799481277,middle
8,4,4,train,Test_8_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_4.mat,5190,15572,20761,734195.503869676,734195.528168171,5.61795155559675,133.078975077789,30.2597123366824,141.820559411027,20.5652073743076,5.20899563216893,4.36287010074702,5.58089477469048,0.362612977731737,1.4832344578855,0.0367909054735688,5.19482740672599,1.41522509774666,208.976136786182,27.3207952163714,223.960420228955,34.4257864169873,1000,40,7.21349660962459,22.664357171346,13.0304427971237,68.4545485792875,151.664791569665,1.8256970298143,-75.8971617083931,-93.9651113473594,2.93891712031104,-80.8241229432512,0.779779337166561,1.49014144283686,210.707240410166,225.675363428502,224.16454895865,290.059535544708,-0.0251595523261611,150.329204078464,0.0410680843867888,36455.4940004791,0,734195.503869676,734195.528168171,734195.516018923,734200.849639306,128.298471118324,128.006889179349,127.715307240374,0.968137006155687,0.457730056103541,0.542269943896459,middle
8,5,5,train,Test_8_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_5.mat,26613,20762,47374,734195.599050556,734195.724043275,5.61784216072768,136.68072711145,29.9028993435687,139.124865148745,9.88538762107881,5.21647539872022,4.43189371234862,5.58060429452598,0.32497717611491,1.34943520552717,0.0369203877845366,4.84641202512565,1.17422039920737,207.079159967917,27.1196936870349,213.964937371264,15.9595823332026,1000,40,6.65817672610656,21.4787829816051,0.236074562599034,60.7176816917583,151.137014030012,131.841023800725,-70.3984328564664,-87.069088130673,2.78320565653372,-72.1048024090198,0.118643080835266,1.1495292872912,208.677316657093,215.553657144962,211.841198570877,653.807954606406,0.00488540663476172,148.344024692442,0.312833717306319,82988.1350120296,0,734195.599050556,734195.724043275,734195.661546916,734200.849639306,126.014130000025,124.51421737019,123.014304743148,0.932501383598488,0.265617595050305,0.734382404949695,late
8,6,6,train,Test_8_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_6.mat,32831,47375,80205,734199.633339039,734199.787559039,5.6182643742877,137.572051994403,29.7976686515731,139.89807007309,8.75110525291552,5.22576906961219,4.64832905003291,5.58088094230176,0.304477720659837,1.31667826064569,0.0367909054735825,3.78899439086381,1.09888084228284,207.247252819978,26.5720843715275,213.498552946251,14.4680302455452,1000,40,6.54633665042888,17.6346100616647,0.224950294777312,59.8122965295925,151.653136405207,138.45004926341,-69.6752008255745,-80.9661871522473,3.22558428004563,-74.3920775848918,0.268480217170068,1.22291717105877,208.818339537881,215.054098755764,214.693294733467,1105.47075850923,0.000201304421513306,149.520887021692,136.187318818072,139841.273752451,0,734199.633339039,734199.787559039,734199.710449039,734200.849639306,29.1912064058706,27.3405664069578,25.489926408045,0.19322461475481,0,1,late
8,7,7,train,Test_8_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_8_run_7.mat,28199,80206,108404,734200.713238692,734200.849639306,5.62122662044735,122.397030786131,28.7328959464467,124.824140229008,8.76095239408636,5.18730915738178,4.63025012338069,5.58237484029218,0.281980528634527,1.41868408621296,0.0490054034764339,3.7369425090735,0.979808849952522,198.599352416868,25.7712285067096,203.623859055606,14.9811604145754,1000,40,7.08344838425029,17.3029785137041,0.284248895508648,38.2020179553032,113.895672800281,109.60204799716,-76.2023216307372,-93.2442593783285,2.96166743973712,-76.3454026663448,0.179694729882886,1.18892911851805,200.299398855322,205.268833618958,201.83231008755,1450.61814562305,-0.00102301504543908,137.178255668052,106.802757091902,239640.484994409,0,734200.713238692,734200.849639306,734200.781438999,734200.849639306,3.27361473441124,1.63680736720562,0,0,0,1,late
9,1,1,train,Test_9_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_1.mat,5184,0,5183,734208.681908183,734208.706206551,5.61727259453314,139.355567685479,29.7408440779494,155.771118550463,33.3482949307489,5.27573907914601,4.46834204643738,5.58036914391616,0.292747787559399,1.52156401179728,0.0846777801721671,5.29901760574813,1.3832153310593,223.239326386653,28.3577518340926,253.549939072509,58.2013975028271,1000,40,7.62274912249232,23.6778231725763,0.487802725040915,31.2106480555801,65.8907668539385,63.8003753965264,-83.883758701174,-111.178017665365,1.43036510857792,-91.3952363573135,0.0768270978419447,1.30779639163282,225.065268363122,255.431419262222,247.905507216715,72.2419262881522,0.0123071711798854,64.7769569057532,0.092125247298398,4589.13075747637,0,734208.681908183,734208.706206551,734208.694057367,734210.877462454,52.693302503787,52.4017220875248,52.1101416712627,0.988932923069637,0.804200788979247,0.195799211020753,early
9,2,2,train,Test_9_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_2.mat,5176,5184,10359,734209.250098877,734209.274395509,5.6184874511456,140.436815571163,29.1416767088685,150.934699172597,25.6560703842057,5.27026963224304,4.46954546279061,5.58194603623858,0.295949896473933,1.54268651518175,0.0746860618327745,5.29286718060742,1.39806205540562,225.389397959507,27.0705235576749,244.334931313281,43.862280731017,1000,40,7.7169064399071,23.6567104922372,13.8130796062995,35.1132576812449,74.7258274444705,1.82153639584664,-84.9525823883431,-108.29600247899,2.15388066405199,-89.5418858115729,0.793682572716568,1.50621768073785,227.240831564082,246.166824039329,241.703290503949,144.932022027786,-0.0119742733772556,73.6757185408102,0.0864547000917708,10204.0057180902,0,734209.250098877,734209.274395509,734209.262247193,734210.877462454,39.0567258484662,38.7651662640274,38.4736066795886,0.730142254356206,0.0391732182439227,0.960826781756077,late
9,3,3,train,Test_9_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_3.mat,5177,10360,15536,734209.305985,734209.330282963,5.61839619924798,136.934937528941,29.9187648940694,145.764941428238,21.7143882150208,5.27925998316555,4.45868704263009,5.58165555607389,0.304348180251447,1.49901581258279,0.0749234460697601,5.34888991026107,1.43710566792721,218.683587350507,27.4175896031507,234.868930089047,36.9066748817638,1000,40,7.4766387964644,23.8490261353358,0.439820267506306,37.0375776801612,74.4846384467584,70.777911092467,-81.7486498215657,-103.540682033432,2.60511083598164,-89.630039190139,0.3420226407331,1.42169412060714,220.478264936649,236.603040547949,235.957930540927,215.82323918652,0.0133197555913891,73.2595433783196,68.9683640242437,15670.3804731688,0,734209.305985,734209.330282963,734209.318133981,734210.877462454,37.7154588969424,37.4238833421841,37.1323077846318,0.704687427438491,0.0391732182439227,0.960826781756077,late
9,4,4,train,Test_9_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_4.mat,5176,15537,20712,734209.436684178,734209.460984757,5.61732984570935,132.301362419014,30.107532566375,140.286939060982,21.3489065369824,5.29024742821768,4.47363984821749,5.5806734564696,0.310569117395233,1.44373987842794,0.0764340730323736,5.27102781394635,1.46720177849699,209.753469502541,28.1427699139974,225.118780232618,36.351357427043,1000,40,7.18234909762462,23.5806800695331,14.7844434954089,38.3961212301127,73.0049388968103,1.66992767581835,-77.4521070835272,-95.9546040005163,1.96476265237758,-74.8734384587189,0.554076329096522,1.22419371154962,211.477737009765,226.844018247603,216.447623564796,284.3024243746,-0.0133516196709129,71.6233181324383,-67.6818057551497,21153.1632419842,0,734209.436684178,734209.460984757,734209.448834467,734210.877462454,34.5786786256358,34.2870716778561,33.9954647272825,0.645157223251272,0,1,late
9,5,5,train,Test_9_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_5.mat,26600,20713,47312,734209.500440428,734209.625431898,5.61243048653221,131.276926856067,31.5843239192097,134.278088279055,8.38073892972581,5.30624121942254,4.44078793558304,5.58016165808335,0.303339483319121,1.34614875512867,0.0888643748982258,5.29221979610756,1.39720316699842,208.301208698886,29.8299570451654,216.068042549858,14.1936010890332,1000,40,6.71941741269206,23.5016258230082,13.4647027142287,34.2592786888166,62.7756129518369,1.8776427025289,-77.0242818428187,-92.7154888743748,1.75436687404425,-72.0198314308735,0.503036584721675,1.10298069049772,209.913933503817,217.741095432069,206.702037500412,633.49904981174,7.80883559043234e-06,61.4687873881045,-59.1316126424912,42467.9542791239,0,734209.500440428,734209.625431898,734209.562936163,734210.877462454,33.0485286237672,31.5486309835687,30.0487333433703,0.570257165817434,0,1,late
9,6,6,train,Test_9_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_6.mat,35422,47313,82734,734209.733901296,734209.90056066,5.61398467710894,132.381940745149,30.3215556050689,134.353045105111,7.65271905992834,5.31539504156834,4.68154060580065,5.58169705323917,0.276471332551643,1.30617550827948,0.0859726032832891,4.21837940903349,1.27450210588646,208.579717375021,27.319973144758,215.409574227996,13.3680355153994,1000,40,6.59069998078493,19.7485144940636,0.488608648638452,33.9552484566182,64.8880967320213,63.7169378879236,-76.1977766298724,-88.669292279058,3.00158246031094,-74.5648538048215,0.04703524985567,1.02158436754189,210.161525770535,217.053197936224,208.837720200196,1102.42236031921,0.00174578779248479,63.0289547544205,0.0767243753352389,71779.0778356063,0,734209.733901296,734209.90056066,734209.817230978,734210.877462454,27.4454677915201,25.4455554233864,23.4456430552527,0.444945409401275,0,1,late
9,7,7,train,Test_9_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_7.mat,35397,82735,118131,734210.710802454,734210.877462454,5.61494188073969,132.090118061021,29.4910426049187,134.340903070635,7.22942938507488,5.32377410270937,4.56425582351264,5.58213968968057,0.256716987158023,1.26712818814935,0.0813112400834739,3.80999209961393,1.18270008672895,208.007642052902,26.2972519793614,214.787696025223,12.5596396807691,1000,40,6.44249162596809,18.1780316308864,11.5200984952941,33.8325031661146,68.6140877745711,2.23740908523907,-75.9175239918813,-87.4804741661683,3.19379062555726,-77.2739875309497,0.678707974517428,1.25491063750035,209.553736672421,216.346003159956,211.851862324704,1569.9817512198,-0.00173685704445808,66.6268820138125,-0.0145993244317966,102661.810983801,0,734210.710802454,734210.877462454,734210.794132454,734210.877462454,3.999839999713,1.99991999845952,0,0,0,1,late
