test_id,window_id,split,n_samples,sample_index_start,sample_index_end,t_epoch_start,t_epoch_end,source_run_start,source_run_end,supplyVoltage_mean,packageTemperature_mean,packageTemperature_min,packageTemperature_max,packageTemperature_std,drainSourceVoltage_mean,drainSourceVoltage_min,drainSourceVoltage_max,drainSourceVoltage_std,drainCurrent_mean,drainCurrent_min,drainCurrent_max,drainCurrent_std,flangeTemperature_mean,flangeTemperature_min,flangeTemperature_max,flangeTemperature_std,switchingFrequency_mean,dutyCycle_mean,P_proxy_mean,P_proxy_max,P_proxy_end,Rds_on_proxy_mean,Rds_on_proxy_max,Rds_on_proxy_end,Rds_on_cond_median,Rds_on_cond_iqr,Rds_on_temp_resid,DeltaT_pf_mean,DeltaT_pf_min,DeltaT_pf_max,DeltaT_pf_end,x1_end,x2_end,Tth_proxy_mean,Tth_proxy_max,Tth_proxy_end,ThermalExposure_end,DegradationSlope_mean,DegradationSlope_max_abs,DegradationSlope_end,DamageProxy_end,HI_proxy_end,RUL_true_sample,RUL_norm,HI_label,Damage_label
1,1,train,256,0,255,734186.739922465,734186.741116586,1,1,3.32182577205358,65.5333302746801,32.2422585944303,102.294532430637,22.3809335678478,2.84429677640782,1.72749679563932,5.57841877709743,1.56786569351763,2.07897784700763,0.0302304683850839,4.30539159294562,1.0333196562929,65.5333302746801,32.2422585944303,102.294532430637,22.3809335678478,1000,40,5.72462089555216,19.7785324709022,16.265727163656,1.92081240543658,8,1.40511839360424,1.27923708654561,0.0889026654607135,0.0132638721050678,0,0,0,0,0.647000590509731,1.52502214652289,66.8227427403023,105.464821116778,100.016100403295,1.67765325503181,0.00548874372501654,6.75065198636503,-6.59488160639576,11.1357354036273,0,3141,0.924911660777385,1,0
1,2,train,256,128,383,734186.740520556,734186.741730556,1,1,5.00706036080482,90.6202407795352,55.6285690222161,102.294532430637,17.207190531353,4.55402483569206,1.76971322420741,5.57848793904096,1.34579444993569,1.87487961077871,0.0295830568303526,4.30539159294562,1.60911488306259,90.6202407795352,55.6285690222161,102.294532430637,17.207190531353,1000,40,7.8727796291438,19.7785324709022,0.170075234238728,3.91440717589873,8,8,1.27982729783981,0.0618689205859255,0.00994790407880086,0,0,0,0,0.349426807607843,1.37382561546267,92.4699709410817,105.464821116778,102.994293528673,2.95202546969082,0.0278327088003795,6.75065198636503,6.64008233568178,32.1353108253377,0,3013,0.887220259128386,1,0
1,3,train,256,256,511,734186.741119826,734186.742336111,1,1,5.61248646393127,107.816560633386,97.0354192532101,159.340071065858,17.717564160721,5.14153102754185,4.70861059046821,5.57859859815115,0.384764270175314,1.89085828843202,0.0295830568303526,3.714088879175,1.64384324957887,107.816560633386,97.0354192532101,159.340071065858,17.717564160721,1000,40,9.09200882818574,17.4881982304236,13.6159011685583,4.2969832335861,8,1.78349418204294,1.33731648680862,0.0436074252047689,0.0212253577841005,0,0,0,0,0.825973554775681,2.50523764059414,109.944939283266,162.671282261228,162.671282261228,4.4377572072465,0.00147803042358874,6.73222996442828,0.0661474090113445,43.3641569964051,0,2885,0.849528857479388,1,0
1,4,train,256,384,639,734186.741734444,734186.742928657,1,1,5.61042945937258,132.917678429654,97.1948844241347,161.012759761601,23.7403389615845,5.00293838805587,4.70861059046821,5.57859859815115,0.26864887952232,2.44961122818912,0.0297125391412891,3.714088879175,1.13469081210416,132.917678429654,97.1948844241347,161.012759761601,23.7403389615845,1000,40,11.9517294202858,17.4881982304236,13.506455491085,2.75834599864665,8,1.80262257434281,1.40205505166719,0.147176044617915,0.0265340690421196,0,0,0,0,0.821672208471484,2.48876454364502,135.724320312669,164.272066003744,141.66663002139,6.35471803748997,-0.0242085055689732,6.73222996442828,0.111338112087076,43.8418146357978,0,2757,0.811837455830389,0.998151515244533,0.00184848475546667
1,5,train,256,512,767,734186.742340729,734186.74352125,1,1,5.60942739043519,145.638695896246,137.290284376585,161.012759761601,7.54525828121854,4.91574311987518,4.87287017947088,4.96827215012646,0.0229384740014023,2.79285139003819,2.64208304926833,2.93689273469478,0.077323861036602,145.638695896246,137.290284376585,161.012759761601,7.54525828121854,1000,40,13.7272065314003,14.3214562060045,13.752194680713,1.76169161325412,1.87504506856123,1.75363647962018,1.68886017325421,0.0189334713969656,0.0339359922569968,0,0,0,0,0.826820304111773,2.45654512375716,148.935868245858,164.272066003744,151.155517638956,8.16610782219039,-0.000116631650088912,0.182552022668794,-0.00122219286846548,44.2736638825316,0,2629,0.77414605418139,0.995214753686548,0.00478524631345219
1,6,train,256,640,895,734186.742933299,734186.744113785,1,1,5.60955007384604,147.328347842447,137.290284376585,156.824238743053,6.54446047083926,4.9149126903684,4.87287017947088,4.96475872446417,0.0223229351125736,2.78677195860273,2.63880283021635,2.93143289667222,0.0755808336988239,147.328347842447,137.290284376585,156.824238743053,6.54446047083926,1000,40,13.6950879163547,14.2948318660437,13.4256682106534,1.76517299386088,1.87984476190529,1.81396787172394,1.69248865036718,0.0204162076287593,0.0339359922569968,0,0,0,0,0.80847297590319,2.44840358283809,150.617395155884,160.081395474073,160.081115301794,10.1263237422566,4.43175678950525e-05,0.184678276360817,0.0103114797362269,44.7647840244589,0,2501,0.736454652532391,0.992277992128562,0.00772200787143771
1,7,train,256,768,1023,734186.743525845,734186.744706354,1,1,5.60944930013417,156.454963431898,147.922986892903,161.743063591805,3.93887780132195,4.92048400827205,4.87920541238264,4.96475872446417,0.022564873738589,2.76283669445526,2.60843922515223,2.89908389457912,0.0753733136179515,156.454963431898,147.922986892903,161.743063591805,3.93887780132195,1000,40,13.5928249665534,14.1605846075113,13.194112144639,1.78249808748761,1.90027950701848,1.85596764562953,1.69248865036718,0.0163102156765866,0.0339359922569968,0,0,0,0,0.801084815915373,2.42502419527879,159.719019579506,164.987159843899,164.935822438638,12.171354886047,0.000399731117224045,0.184678276360817,0.105696407458691,45.2483307259308,0,2373,0.698763250883392,0.989341230570577,0.0106587694294232
1,8,train,256,896,1151,734186.744118426,734187.426285787,1,2,5.6101108967204,136.31525433127,33.7721510000089,162.300950331539,34.031320698283,4.95816700249737,4.50530217562571,5.57879225159444,0.245726715834304,2.61705859430247,0.0258496501982289,4.65583552336217,1.03671024567144,136.31525433127,33.7721510000089,162.300950331539,34.031320698283,1000,40,12.7222198444661,20.975945912759,15.5593432505247,2.43423602367666,8,1.49101640687053,1.36140732951569,0.198229843887259,0.0336358956574296,0,0,0,0,0.807546152486504,1.66651222604292,139.411061400193,165.59205620931,102.834609918188,13.6159942531371,-0.0012615291595835,6.67718751717944,-0.0182292982006798,56.0834948273553,0,2245,0.661071849234393,0.986404469012591,0.0135955309874088
1,9,train,256,1024,1279,734186.744710972,734187.426890764,1,2,5.61222758068022,106.007345816469,33.7721510000089,162.300950331539,25.5568851576841,5.08363070608068,4.50530217562571,5.57879225159444,0.370511895851331,2.10079456295589,0.0258496501982289,4.65583552336217,1.5595947546091,106.007345816469,33.7721510000089,162.300950331539,25.5568851576841,1000,40,10.1042015587142,20.975945912759,0.146806028251728,3.79422843250339,8,8,1.36140732951569,0.183233968977101,0.0333357990578624,0,0,0,0,0.325242698739386,1.41490735221795,108.488442705093,165.59205620931,101.475306656515,14.8851429389486,0.0240001263842597,6.67718751717944,6.52663614986184,76.006863804853,0,2117,0.623380447585395,0.985316192210072,0.0146838077899276
1,10,train,256,1152,1407,734187.426291516,734187.427495035,2,2,5.61419051523746,99.4513603451988,96.5622043396099,102.466787221893,1.51430574650668,5.20048493292636,4.76255689736137,5.57877841920569,0.378356819409788,1.60134752807262,0.0246195682443657,3.41220079717546,1.57988133489983,99.4513603451988,96.5622043396099,102.466787221893,1.51430574650668,1000,40,7.73240460949578,16.2524523963041,15.5285061711225,4.76001942207498,8,1.48843918457702,1.44228814403787,0.0257802118781076,0.0306511627911592,0,0,0,0,0.585365760497292,1.2083370786444,101.332594693353,104.9354206337,101.318883462587,16.1619490779742,-1.00672745841635e-05,6.60411467197569,-6.51156081542298,95.2769044177012,0,1989,0.585689045936396,0.985316192210072,0.0146838077899276
