elapsed_hours,HI_true,HI_physics_prior,HI_PG_RGRU
0.0,0.9861568808555604,0.997394859790802,0.9700199961662292
0.0143225044012069,0.9861568808555604,0.997394859790802,0.9661389589309692
0.0286508398130536,0.9861568808555604,0.997394859790802,0.9602663516998292
0.0430038962513208,0.9861568808555604,0.997394859790802,0.9551587700843812
0.0573508339002728,0.9861568808555604,0.997394859790802,0.965507984161377
0.0717105623334646,0.9861568808555604,0.997394859790802,0.9678691029548644
0.0860733361914753,0.9861568808555604,0.997394859790802,0.9649165868759156
0.1004769606515765,0.9861568808555604,0.997394859790802,0.9679782390594482
0.1148077938705682,0.9861568808555604,0.997394859790802,0.970484972000122
0.1291627921164035,0.9861568808555604,0.997394859790802,0.9786692261695862
0.143534735776484,0.9861568808555604,0.997394859790802,0.9846683144569396
0.1578883454203605,0.9861568808555604,0.997394859790802,0.9905951619148254
0.1722541702911257,0.9861568808555604,0.997394859790802,0.9954090714454652
0.1866119541227817,0.9861568808555604,0.997394859790802,0.999600350856781
0.2009855769574642,0.9861568808555604,0.997394859790802,1.0
0.2153413938358426,0.9861568808555604,0.997394859790802,1.0
0.2297136252745986,0.9861568808555604,0.997394859790802,1.0
0.2440797379240393,0.9861568808555604,0.997394859790802,1.0
0.258456121198833,0.9861568808555604,0.997394859790802,1.0
0.272846401669085,0.9861568808555604,0.997394859790802,1.0
0.2872033445164561,0.9861568808555604,0.997394859790802,1.0
0.3015539059415459,0.9861568808555604,0.997394859790802,1.0
0.3159266877919435,0.9861568808555604,0.997394859790802,1.0
0.3303044652566314,0.9861568808555604,0.997394859790802,1.0
0.3446675045415759,0.9861568808555604,0.997394859790802,1.0
0.3590394482016563,0.9861568808555604,0.997394859790802,1.0
0.373400280252099,0.9861568808555604,0.997394859790802,1.0
0.3877777922898531,0.9861568808555604,0.997394859790802,1.0
0.4021472409367561,0.9861568808555604,0.997394859790802,1.0
0.4165258565917611,0.9861568808555604,0.997394859790802,1.0
0.4308927850797772,0.9861568808555604,0.997394859790802,1.0
0.4452725043520331,0.9861568808555604,0.997394859790802,1.0
0.4596447357907891,0.9861568808555604,0.997394859790802,1.0
0.4740408500656485,0.9861568808555604,0.997394859790802,1.0
0.4884233521297574,0.9861568808555604,0.997394859790802,1.0
0.5027611199766397,0.9861568808555604,0.997394859790802,1.0
0.5171425212174654,0.9861568808555604,0.997394859790802,1.0
0.5315077928826213,0.9861568808555604,0.997394859790802,1.0
0.54588667396456,0.9861568808555604,0.997394859790802,1.0
0.5602894574403763,0.9861568808555604,0.997394859790802,1.0
0.5746513931080699,0.9861568808555604,0.997394859790802,1.0
0.5890336325392127,0.9861568808555604,0.997394859790802,1.0
0.6033727917820215,0.9861568808555604,0.997394859790802,1.0
0.6177541678771377,0.9861568808555604,0.997394859790802,1.0
0.6321261143311858,0.9861568808555604,0.997394859790802,1.0
0.6465061213821173,0.9861568808555604,0.997394859790802,1.0
0.6608805600553751,0.9861568808555604,0.997394859790802,1.0
0.6752672418951988,0.9861568808555604,0.997394859790802,1.0
0.6896383445709944,0.9861568808555604,0.997394859790802,1.0
0.7040255768224597,0.9861568808555604,0.997394859790802,1.0
0.7183963945135474,0.9861568808555604,0.997394859790802,1.0
0.7327833361923695,0.9861568808555604,0.997394859790802,1.0
0.7471591690555215,0.9861568808555604,0.997394859790802,1.0
0.7615461135283113,0.9861568808555604,0.997394859790802,1.0
0.7759233377873898,0.9861568808555604,0.997394859790802,1.0
0.7903125118464231,0.9861568808555604,0.997394859790802,1.0
0.8046894483268261,0.9861568808555604,0.997394859790802,1.0
0.8190772337839007,0.9861568808555604,0.997394859790802,1.0
0.8334650164470077,0.9861568808555604,0.997394859790802,1.0
0.8478527767583728,0.9861568808555604,0.997394859790802,1.0
0.862261944450438,0.9861568808555604,0.997394859790802,1.0
0.8766055684536695,0.9861568808555604,0.997394859790802,1.0
0.8909939043223858,0.9861568808555604,0.997394859790802,1.0
0.9053738890215756,0.9861568808555604,0.997394859790802,1.0
0.9197619622573256,0.9861568808555604,0.997394859790802,1.0
